source,date_published,title,content,url,topic,sentiment
Archinect,2024-11-22,Considering the next Trump administration’s impact on housing in California,"As President-elect Donald Trump prepares to reenter the White House, California housing advocates are bracing for how a second term could impact the state’s notoriously high home prices, rents and ra… [+950 chars]",https://archinect.com/news/article/150455301/considering-the-next-trump-administration-s-impact-on-housing-in-california,ECON,Negative
Gothamist,2024-11-22,"In Queens, voters who backed Trump and AOC want safety and economic relief","In a slice of Queens south of LaGuardia Airport, voters again re-elected a left-leaning congressmember known for touting her working-class bona fides. Rep. Alexandria Ocasio-Cortez still points to he… [+9113 chars]",https://gothamist.com/news/in-queens-voters-who-backed-trump-and-aoc-want-safety-and-economic-relief,ECON,Positive
ABC News,2024-11-06,"Trump leverages economic discontent, extends his appeal -- and breaks mold: ANALYSIS","Former President Donald Trump leveraged economic discontent, extended his appeal beyond his core support groups and overturned long-term political trends in the 2024 presidential election, driving hi… [+8497 chars]",https://abcnews.go.com/Politics/exit-poll-analysis-2024-election/story?id=115555726,ECON,Positive
Business Insider,2024-11-06,Silicon Valley is officially grieving over Trump but quietly gleeful over a possible tech deal resurgence,"Reid Hoffman, Laurene Powell, and Vinod KhoslaKelly Sullivan/Getty Images for LinkedIn, Michael Cohen/Getty Images for The New York Times, Steven Ferdman/Getty Images
Kamala Harris had friends in hi… [+7992 chars]",https://www.businessinsider.com/silicon-valley-trump-return-startups-venture-capital-2024-11,ECON,Positive
Biztoc.com,2024-11-23,Trump Plans To Use Impoundment To Cut Spending - What Is It?,"Trump Plans To Use Impoundment To Cut Spending - What Is It?
Authored by Lawrence Wilson via The Epoch Times (emphasis ours),President-elect Donald Trump has said he intends to cut government spendi… [+141 chars]",https://biztoc.com/x/91454ca80101a9aa,ECON,Positive
Business Insider,2024-10-28,Elon Musk says at a New York Trump rally that he could save the country $2 trillion through a department of efficiency,Elon Musk on Sunday gave a brief speech at a campaign rally for Donald Trump in New York in which he said he'd save the US $2 trillion through a department of government efficiency.ANGELA WEISS/AFP v… [+2049 chars],https://www.businessinsider.com/donald-trump-rally-elon-musk-save-department-government-efficiency-2024-10,ECON,Positive
Business Insider,2024-11-11,"Startups are ready to thrive under Trump, but some uncertainty remains in a key corner of the space","Former President Donald Trump is making a direct appeal to union members ahead of November.Bill Pugliano/Getty Images
<ul><li>This post originally appeared in the Insider Today newsletter.</li><li>Y… [+7700 chars]",https://www.businessinsider.com/trump-president-silicon-valley-excited-deregulation-start-ups-immigration-uncertainty-2024-11,ECON,Neutral
Business Insider,2024-11-06,"Trump Media, Tesla, and crypto stocks surge as Trump wins — and clean energy companies tumble","Donald Trump's victory in the presidential election boosted shares of his social media company, Elon Musk's Tesla, as well as cryptocurrencies and related stocks on Wednesday.
The former president's… [+2257 chars]",https://markets.businessinsider.com/news/stocks/trump-media-truth-social-djt-tesla-stock-crypto-election-energy-2024-11,ECON,Positive
Yahoo Entertainment,2024-11-22,3 Major Retailers Who Will Raise Prices Immediately Under Trump — Tariffs Play Key Role,"Three major retailers, AutoZone, Columbia Sportswear, and Stanley Black &amp; Decker, have announced plans to raise prices due to President-elect Trump's proposed tariffs on imported goods. The tarif… [+3082 chars]",https://finance.yahoo.com/news/3-major-retailers-raise-prices-150119217.html,ECON,Negative
VentureBeat,2024-11-15,"Trump revoking Biden AI EO will make industry more chaotic, experts say","Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Come the new year, the incoming Trump administration is expected to mak… [+5488 chars]",https://venturebeat.com/ai/trump-revoking-biden-ai-eo-will-make-industry-more-chaotic-experts-say/,ECON,Negative
Jalopnik,2024-11-16,"Tesla Hits A Trillion, Guy Destroys Cars Dressed As Bear And Trump Hates Buses In This Week's Car Culture Roundup","Honda just unveiled the 2026 Passport, which is described as its most off-road capable SUV ever. No longer just a Pilot with a shorter rear end, the new Passport is a fantastic piece of boxy design I… [+420 chars]",https://jalopnik.com/tesla-hits-a-trillion-guy-destroys-cars-dressed-as-bea-1851700524,ECON,Positive
Business Insider,2024-11-14,Why Musk supports Trump getting rid of EV tax credits,"Tesla still has a commanding lead in the US EV market, but competition is slowly catching up.ANGELA WEISS / AFP
<ul><li>Tesla stands to benefit from any removal of consumer tax credits on electric v… [+5025 chars]",https://www.businessinsider.com/why-tesla-elon-musk-supports-trump-ending-ev-tax-credits-2024-11,ECON,Positive
The New Republic,2024-10-30,Elon Musk Admitted Trump Will Tank Economy. Trump Just Made It Worse.,"The plan sounds strikingly similar to that of Musk and Trumps friend Javier Milei of Argentina. When campaigning for president, Milei promised to take a chainsaw to the state, cut public spending on … [+1001 chars]",https://newrepublic.com/post/187712/elon-musk-trump-tank-economy,ECON,Negative
CNET,2024-11-11,"GOP, Cruz Tell FCC 'Pencils Down' After Trump Victory Last Week","Congressional Republicans wasted no time putting their stamp on internet policy. Two days after the election, Sen. Ted Cruz, a Republican from Texas, sent a ""pencils down"" letter to Federal Communica… [+2908 chars]",https://www.cnet.com/home/internet/gop-cruz-tell-fcc-pencils-down-after-trump-victory/,ECON,Positive
Biztoc.com,2024-11-22,"Trump-spurred bitcoin nears $100,000, marking a crypto shift for Asia","TOKYO -- The recent bitcoin surge spurred by Donald Trump's election victory is ""different"" from the previous hype surrounding cryptocurrencies -- and its impact is spreading across Asia, say industr… [+152 chars]",https://biztoc.com/x/0afb2ddb22c512cf,ECON,Positive
Business Insider,2024-11-08,Silicon Valley is betting a Musk-inspired Trump could unleash a startup boom,"Some venture capitalists expect US President Donald Trump to dial back regulation, potentially making it easier to develop new technologies and do business in Silicon Valley. Many of these hopes are … [+7275 chars]",https://www.businessinsider.com/elon-musk-could-help-deregulate-tech-amid-a-trump-victory-2024-11,ECON,Positive
Android Central,2024-11-09,How will a second Trump presidency affect the tech industry?,To understand how the tech landscape or anything else would function during a second Donald Trump presidency you first must understand Trump himself. Much ink has been spilled by people with various … [+6551 chars],https://www.androidcentral.com/apps-software/how-will-a-second-trump-presidency-affect-the-tech-industry,ECON,Neutral
Digital Trends,2024-11-15,"Trump administration readies to end Biden’s EV tax incentive, report says","If you’re looking to buy or lease an electric vehicle (EV) and benefit from the Biden administration’s $7,500 tax incentive, you’d better act soon.
The transition team of the incoming Trump administ… [+2185 chars]",https://www.digitaltrends.com/cars/trump-end-ev-tax-incentive/,ECON,Positive
Vox,2024-11-20,Trump wants a big expansion in fossil fuel production. Can he do that?,"During his campaign, President-elect Donald Trump had a pointed tagline for his energy policy: Drill, baby, drill.
That statement is emblematic of where Trump is poised to focus his efforts in a sec… [+10193 chars]",https://www.vox.com/politics/386462/trump-fossil-fuels-gas-oil,ECON,Neutral
Yahoo Entertainment,2024-11-06,Dow finishes at record high after Trump wins 2024 presidential election,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5471dbec-87d5-4bfe-abbf-ab48b0b246c8,ECON,Positive
Yahoo Entertainment,2024-11-16,Can Donald Trump 'save TikTok'? The clock is ticking.,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_78fce779-3859-4120-a54f-0bd52c576305,ECON,Neutral
ABC News,2024-11-20,Why some influencers are talking tariffs ahead of Trump presidency,"Social media feeds are overflowing with users urging people to stock up on certain products in case President-elect Donald Trump imposes new tariffs once he takes office in January 2025, but even if … [+2042 chars]",https://abcnews.go.com/GMA/Living/stock-sticker-shock-influencers-talking-tariffs-ahead-trump/story?id=116046459,ECON,Negative
PCWorld,2024-11-21,"Trump tech tariffs could slam your wallet, bigly","Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
The Trump administra… [+11418 chars]",https://www.pcworld.com/article/2521477/trump-tariffs-could-cost-tech-consumers-bigly.html,ECON,Negative
ABC News,2024-11-06,WATCH: What a Trump win means for the economy,"<ul><li>Donald Trump projected to be the 47th president of the United States
</li><li>Fire in Ventura County prompts evacuation orders
</li><li>Inflation's role in the presidential election results… [+4115 chars]",https://abcnews.go.com/US/video/trump-win-means-economy-115562834,ECON,Positive
Theregister.com,2024-11-07,Top 10 billionaires make nearly $64B in post-Trump election stock surge,"Yesterday's stock market bounce after the election of Donald Trump has added billions to the pockets of the tech elite, although apparently Mark Zuckerberg failed to cash in.
According to the Bloomb… [+2428 chars]",https://www.theregister.com/2024/11/07/top_10_billionaires/,ECON,Positive
ABC News,2024-11-14,Trump may try to reverse TikTok ban. Here's how he could.,Social media platform TikTok is hurtling toward a U.S. ban that could upend its business and frustrate more than 150 million American users -- unless President-elect Donald Trump finds a way to rever… [+7067 chars],https://abcnews.go.com/Business/trump-reverse-tiktok-ban/story?id=115809826,ECON,Positive
Wired,2024-10-28,A Running List of the Tech CEOs Donald Trump Claims Are Calling Him to Suck Up,"With only a few days left until the US presidential election, Donald Trump is claiming that some of Silicon Valleys most powerful billionaires and tech leaders are seeking him out.
Many of these lea… [+2154 chars]",https://www.wired.com/story/tech-ceos-trump-claims-are-courting-him/,ECON,Negative
CNET,2024-11-11,New Trump Era May Give AI Companies Free Rein,"With former President Donald Trump's reelection, Silicon Valley is now speculating on how the new administration will lean into business-friendly policies toward AI (and cryptocurrency companies). Af… [+8188 chars]",https://www.cnet.com/tech/computing/new-trump-era-may-give-ai-companies-free-rein/,ECON,Positive
Gizmodo.com,2024-11-14,Trump Media Execs Dumped Millions in Stock After the Election,"The CFO of Trump Media and two other executives sold a combined $16 million in stock after the presidential election, according to SEC filings and a report from CNBC. The news comes as social media u… [+3523 chars]",https://gizmodo.com/trump-media-execs-dumped-millions-in-stock-after-the-election-2000524557,ECON,Neutral
NPR,2024-11-06,"Here's what Trump 2.0 means for the economy, from tariffs to mass deportations.","A second Trump administration has the potential to reshape the economy in fundamental ways. 
President-elect Trump has promised to slap tariffs on imports, order large-scale deportation of immigrant… [+4815 chars]",https://www.npr.org/2024/11/06/nx-s1-5181327/trump-election-economy-tariffs-deportations,ECON,Positive
Yahoo Entertainment,2024-11-13,"S&P 500 target, outlook on Trump-Musk DOGE cuts: Market Domination","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_44d60178-d939-4022-9e17-190d4aef5eb8,ECON,Positive
NPR,2024-11-06,"The Dow Jones jumps over 1,300 points after Trump wins the election","Wall Street investors are cheering former President Trump's return to the White House.
The Dow Jones Industrial Average rose more than 1,300 points soon after the open, or more than 3%, just hours a… [+1037 chars]",https://www.npr.org/2024/11/06/nx-s1-5181315/stocks-bitcoin-crypto-truth-social-trump-election,ECON,Positive
Biztoc.com,2024-11-23,Trump taps border hawk to head DHS. Will Noem's 'enthusiasm' extend to digital domain?,"Trump taps border hawk to head DHS. Will Noem's 'enthusiasm' extend to digital domain?Meanwhile, CISA chief Jen Easterly will step down prior to inaugurationAnalysis President-elect Donald Trump has … [+145 chars]",https://biztoc.com/x/b8fb0104535f20f6,ECON,Neutral
ABC News,2024-11-16,What could Trump do to lower grocery prices? Experts weigh in,"President-elect Donald Trump sharply criticized the rising price of groceries throughout his campaign, even delivering an address outside his New Jersey home in August alongside a table covered with … [+6102 chars]",https://abcnews.go.com/Business/trump-lower-grocery-prices-experts-weigh/story?id=115855901,ECON,Neutral
AppleInsider,2024-11-11,"Trump tariffs will raise prices, but Apple could avoid harsher taxes","Proposed tariffs under the Trump administration could trigger considerable price increases for consumer electronics in the United States, though Apple may be able to weather the storm. 
During his f… [+3786 chars]",https://appleinsider.com/articles/24/11/11/trump-tariffs-will-raise-prices-but-apple-could-avoid-harsher-taxes,ECON,Positive
Yahoo Entertainment,2024-11-24,Trump Won the Election: 4 Changes That Could Be Coming to the Cost of Travel in the Next 4 Years,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c8b1f37b-9b54-49aa-b529-e01f9733e5e2,ECON,Negative
Business Insider,2024-11-21,It looks like Donald Trump will get to fly on his cut-price Air Force One after all,"Donald Trump renegotiated the Next Air Force One deal with Boeing's CEO during his first presidency.Alex Wong/Getty Images
<ul><li>Donald Trump renegotiated a deal with Boeing for a new Air Force On… [+4487 chars]",https://www.businessinsider.com/donald-trump-boeing-new-air-force-one-747-vc-25b-2024-11,ECON,Negative
Biztoc.com,2024-11-22,Bitcoin rises after SEC chair says he is to step down when Trump is inaugurated,"Cryptocurrencies have risen sharply after one of the industrys biggest critics, Gary Gensler, said he would stand down as the head of the US financial regulator when president-elect Donald Trump was … [+152 chars]",https://biztoc.com/x/bbfb6333ac59bd2e,ECON,Positive
ABC News,2024-10-31,Could a Trump presidency damage both democracy and the economy? Experts weigh in,Former President Donald Trump has drawn scrutiny in recent weeks for an escalation of rhetoric threatening political opponents with retribution if he's elected to a second term. The comments have tri… [+7592 chars],https://abcnews.go.com/Politics/trump-presidency-damage-economy-weakens-democracy-experts/story?id=115142899,ECON,Negative
Business Insider,2024-11-06,The Trump trade is taking off on election night,"Markets are turning to the Trump trade on election night as betting odds move in favor of Republican candidate and former President Donald Trump.
While the election is far too early to call, online … [+3177 chars]",https://markets.businessinsider.com/news/stocks/trump-trade-us-presidential-election-dollar-treasuries-stocks-crypto-djt-2024-11,ECON,Positive
Business Insider,2024-10-31,"The US economy is in for a double shock if Trump is elected president, Nobel economist Paul Krugman says","The US could be in for twin shocks if Trump becomes president for a second time, Nobel economist Paul Krugman said.
The Nobel economist pointed in particular to the former president's plan to raise … [+2666 chars]",https://www.businessinsider.com/trump-harris-economy-outlook-inflation-job-market-election-paul-krugman-2024-10,ECON,Negative
Vox,2024-11-19,Trump loves tariffs. Will the rest of America?,"Long before he officially pursued the presidency, Donald Trump railed against US trade deals. In interviews dating back to the 1980s, he told journalists that deals that benefited Asian and Middle Ea… [+6951 chars]",https://www.vox.com/policy/386042/trump-tariffs-economy-global-trade,ECON,Negative
Biztoc.com,2024-11-23,TJ Maxx says a controversial Trump policy will help it succeed,", which owns TJ Maxx, HomeGoods, Marshalls, etc., recently saw a spike in sales, and it is confident that it will be able to maintain that momentum even if President-elect Donald Trump passes a polic… [+141 chars]",https://biztoc.com/x/f76ba90827d4b87d,ECON,Positive
Gizmodo.com,2024-11-12,"Trump Will Try to Stop the TikTok Ban, but How?","Donald Trump made a surprise reversal in his attitude toward TikTok back in March, suddenly coming out to defend the social media platform after years of saying the app was a threat to the United Sta… [+5383 chars]",https://gizmodo.com/trump-will-try-to-stop-the-tiktok-ban-but-how-2000523794,ECON,Neutral
ABC News,2024-11-06,Trump Trade': Election news leads to biggest 1-day stock market gain in 2 years,"The Trump Trade was in overdrive Wednesday, making it one for the history books on Wall Street with record finishes for all three major stock indices.
The Dow Jones Industrial Average rocketed 3.6%,… [+2511 chars]",https://abcnews.go.com/Business/trump-trade-election-news-leads-biggest-1-day/story?id=115574588,ECON,Positive
Business Insider,2024-11-21,"Trump is laying the groundwork for his 'drill, baby, drill' agenda","North Dakota Gov. Doug Burgum, if confirmed as interior secretary, could permit more oil and gas drilling on public lands and waters.Tom Williams/CQ Roll Call
<ul><li>Trump's Cabinet picks for Inter… [+7009 chars]",https://www.businessinsider.com/trump-drill-baby-drill-agenda-cabinet-picks-oil-gas-2024-11,ECON,Neutral
Biztoc.com,2024-11-22,"With Trump as president, can TikTok in the U.S. survive?","With Trump as president, can TikTok in the U.S. survive?The fate of TikTok in the U.S. has been up in the air since 2020, when President Donald Trump moved to ban the popular video app because of nat… [+139 chars]",https://biztoc.com/x/b5c0cdbcc7b98737,ECON,Negative
Techdirt,2024-11-08,Warner Bros CEO Zaslav Sees Big Opportunity For More Pointless Media Consolidation Under Trump 2.0,"from the merge-ALL-the-things! dept
We’ve well established that the AT&amp;T&gt;Time Warner&gt;Discovery series of media mergers were some of the dumbest, most pointless business exercises ever conc… [+4820 chars]",https://www.techdirt.com/2024/11/08/warner-bros-ceo-zaslav-sees-big-opportunity-for-more-pointless-media-consolidation-under-trump-2-0/,ECON,Negative
The Atlantic,2024-11-10,The Trump-Whim Economy Is Here,"Donald Trump is a crypto bro who’s going to cut taxes and regulations, loves big banks and corporate mergers, doesn’t care about deficits, loves oil and hates wind and solar, and might actually let R… [+9429 chars]",https://www.theatlantic.com/ideas/archive/2024/11/wall-street-trump-whim-economy/680605/,ECON,Negative
Biztoc.com,2024-11-22,Citadel's Ken Griffin considers selling minority shares whilst handing out political advice to Trump,Chicago Tribune/TNSThis post originally appeared in the Insider Today newsletter.You can sign up for Business Insider's daily newsletter here.Happy Friday! If you're doing food shopping for Thanksgiv… [+139 chars],https://biztoc.com/x/c17eb59a0eb1f980,ECON,Negative
Wired,2024-11-06,"As Trump Takes a Victory Lap, the Crypto Faithful Kiss the Ring","On the campaign trail, Trump went out of his way to court their favor. In July, speaking to thousands of bitcoiners at a conference in Nashville, Tennessee, Trump duly sang from the bitcoin hymn shee… [+2014 chars]",https://www.wired.com/story/trump-crypto-support/,ECON,Positive
Forbes,2024-11-24,How The Trump Administration Could Reshape The Defense Industry In 2025,"BUTLER, PENNSYLVANIA - OCTOBER 05: Elon Musk embraces Republican presidential nominee, former ... [+] President Donald Trump during a campaign rally at the Butler Farm Show fairgrounds on October 05,… [+5022 chars]",https://www.forbes.com/sites/williamhartung/2024/11/23/how-the-trump-administration-could-reshape-the-defense-industry-in-2025/,ECON,Positive
Yahoo Entertainment,2024-11-08,"Brazilian firms tout U.S. plants, leaning into Trump trade wars","By Alberto Alerigi and Gabriel Araujo
SAO PAULO/WASHINGTON (Reuters) - Two of Brazil's biggest industrial firms, steelmaker Gerdau and plastics producer Braskem, are already touting their substantia… [+3408 chars]",https://finance.yahoo.com/news/brazilian-firms-tout-u-plants-161440238.html,ECON,Positive
Techdirt,2024-10-30,Donald Trump And Joe Rogan Think Elon Musk’s Starlink Is Akin To Magic Pixie Dust,"from the first-do-no-harm dept
To be very clear: SpaceXs Starlink service can be a game changer for those completely out of range of broadband access. Getting several hundred megabits per second in … [+6772 chars]",https://www.techdirt.com/2024/10/30/donald-trump-and-joe-rogan-think-elon-musks-starlink-is-akin-to-magic-pixie-dust/,ECON,Positive
NPR,2024-11-13,"From high tariffs to isolation, what a 2nd Trump term might mean for foreign policy","With wars raging around the world and high tariffs looming, Economist editor-in-chief Zanny Minton Beddoes says Trump's agenda may be chaotic but she remains optimistic about possible good elements.",https://www.npr.org/2024/11/13/g-s1-34010/from-high-tariffs-to-isolation-what-a-2nd-trump-term-might-mean-for-foreign-policy,ECON,Negative
Jalopnik,2024-11-01,Harris And Trump Are Worlds Apart When It Comes To The Future Of EVs,"Good morning! Its Friday, November 1, 2024, and this is The Morning Shift, your daily roundup of the top automotive headlines from around the world, in one place. Here are the important stories you n… [+8772 chars]",https://jalopnik.com/harris-and-trump-are-worlds-apart-when-it-comes-to-the-1851687107,ECON,Positive
Business Insider,2024-11-12,Silicon Valley's swing toward Trump is real. Here's the data to prove it.,"iStock; Rebecca Zisser/BI
<ul><li>A notable portion of Silicon Valley's electorate has steadily shifted toward Donald Trump.</li><li>While the region remains solidly Democrat, the GOP candidate made… [+3553 chars]",https://www.businessinsider.com/silicon-valley-swing-toward-trump-voting-data-2024-11,ECON,Neutral
ABC News,2024-11-17,"AI, North Korea, Trump: What Biden and Xi discussed in their final meeting","President Joe Biden met with Chinese President Xi Jinping face-to-face Saturday afternoon on the sidelines of the Asia-Pacific Economic Cooperation (APEC) conference in Lima, Peru -- their last meeti… [+3932 chars]",https://abcnews.go.com/Politics/ai-north-korea-trump-biden-xi-discussed-final/story?id=115936991,ECON,Neutral
Fox News,2024-11-13,"Fox News AI Newsletter: AI developers discover 'Donald Trump neuron', expert says","Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- AI developers discover 'Donald Trump neuron', expert says
- Petition call… [+1662 chars]",https://www.foxnews.com/tech/ai-developers-discover-donald-trump-neuron-expert-says,ECON,Positive
Gizmodo.com,2024-11-18,Trump Admin Reportedly Wants to Unleash Driverless Cars on America,"New reporting claims President-elect Donald Trump is paving the way for broader deployment of autonomous vehicles on America’s roadways, a development that could benefit his fellow billionaire, campa… [+3811 chars]",https://gizmodo.com/trump-reportedly-wants-to-unleash-driverless-cars-on-america-2000525955,ECON,Positive
Business Insider,2024-11-06,"What's next for tech giants like Google, Apple, and Microsoft now that Trump has won","Donald Trump at a Philadelphia campaign rally.Anna Moneymaker/Getty Images
<ul><li>The tech sector is bracing itself for change under a second Trump presidency.</li><li>AI regulation is likely to ch… [+10591 chars]",https://www.businessinsider.com/donald-trump-presidency-affect-big-tech-2024-11,ECON,Positive
Business Insider,2024-11-15,Jamie Dimon says bankers are 'dancing in the street' because they expect Trump to cut red tape,"Jamie Dimon is JPMorgan Chase CEO.Kevin Dietsch/Getty Images
<ul><li>Jamie Dimon says bankers are ""dancing in the street"" because they expect Donald Trump to cut regulations.</li><li>The JPMorgan CE… [+2121 chars]",https://www.businessinsider.com/jamie-dimon-jpmorgan-trump-deregulation-banks-musk-vivek-policy-election-2024-11,ECON,Positive
